customer_id,segment_name,recency,frequency,monetary,ticket_count,refund_rate,web_activity,campaign_count
CUST00087,regular customers,27,4,3610.9700000000003,0.0,0.25,1,1
CUST00088,champions,158,12,6774.5,1.0,0.0,1,1
CUST00089,dormant customers,225,2,2825.75,0.0,0.0,1,1
CUST00090,regular customers,49,5,2498.83,1.0,0.0,1,1
CUST00091,regular customers,17,5,5844.34,1.0,0.2,1,1
CUST00092,regular customers,33,2,1155.25,0.0,0.0,1,1
CUST00093,dormant customers,145,1,759.64,0.0,0.0,1,1
CUST00094,dormant customers,243,4,3557.43,2.0,0.0,1,1
CUST00095,dormant customers,125,1,372.65,1.0,0.0,1,1
CUST00096,regular customers,44,4,2403.64,1.0,0.25,1,1
CUST00097,loyal customers,28,8,5040.67,2.0,0.125,1,1
CUST00098,dormant customers,244,2,1843.57,1.0,0.0,1,1
CUST00099,loyal customers,44,6,3861.8199999999997,1.0,0.0,1,1
CUST00100,regular customers,2,3,2209.4,0.0,0.3333333333333333,1,1
CUST00101,dormant customers,168,5,3514.87,2.0,0.0,1,1
CUST00102,regular customers,17,2,2048.62,0.0,0.0,1,1
CUST00103,regular customers,6,3,2581.31,0.0,0.0,1,1
CUST00104,dormant customers,153,1,955.63,0.0,0.0,1,1
CUST00105,regular customers,39,2,2846.2999999999997,0.0,0.0,1,1
CUST00106,loyal customers,121,7,4352.11,1.0,0.0,1,1
CUST00107,regular customers,31,4,3891.05,0.0,0.0,1,1
CUST00108,at-risk customers,104,1,1074.5,1.0,1.0,1,1
CUST00109,loyal customers,59,6,4566.15,0.0,0.0,1,1
CUST00110,loyal customers,95,6,3922.07,2.0,0.0,1,1
CUST00111,dormant customers,238,1,1135.09,0.0,0.0,1,1
CUST00112,loyal customers,33,9,6542.4,1.0,0.2222222222222222,1,1
CUST00113,regular customers,7,3,2095.48,0.0,0.0,1,1
CUST00114,loyal customers,299,6,5133.53,1.0,0.0,1,1
CUST00115,dormant customers,219,1,596.54,1.0,0.0,1,1
CUST00116,loyal customers,203,6,5635.9,0.0,0.0,1,1
CUST00117,dormant customers,183,4,2534.33,0.0,0.0,1,1
CUST00118,regular customers,13,4,2001.17,0.0,0.0,1,1
CUST00119,loyal customers,5,6,4466.32,1.0,0.0,1,1
CUST00120,regular customers,31,2,755.8399999999999,0.0,0.0,1,1
CUST00121,regular customers,22,3,3028.88,0.0,0.0,1,1
CUST00122,dormant customers,166,2,2048.93,0.0,0.0,1,1
CUST00123,loyal customers,28,7,3742.48,3.0,0.14285714285714285,1,1
CUST00124,dormant customers,254,4,2570.5,0.0,0.0,1,1
CUST00125,regular customers,16,3,2455.21,0.0,0.3333333333333333,1,1
CUST00126,at-risk customers,117,2,1260.02,0.0,0.0,1,1
CUST00127,regular customers,17,3,1136.12,0.0,0.0,1,1
CUST00128,regular customers,5,3,2233.06,0.0,0.0,1,1
CUST00129,regular customers,31,5,4049.54,2.0,0.2,1,1
CUST00130,regular customers,56,2,1850.58,0.0,0.0,1,1
CUST00131,loyal customers,127,6,6830.01,0.0,0.0,1,1
CUST00132,dormant customers,177,5,4876.780000000001,0.0,0.0,1,1
CUST00133,champions,11,10,7152.29,1.0,0.1,1,1
CUST00134,loyal customers,18,6,4696.0199999999995,3.0,0.16666666666666666,1,1
CUST00135,dormant customers,393,4,2534.18,0.0,0.0,1,1
CUST00136,dormant customers,131,1,514.9,0.0,0.0,1,1
CUST00137,dormant customers,237,2,1035.87,0.0,0.0,1,1
CUST00138,regular customers,35,2,1424.6100000000001,0.0,0.5,1,1
CUST00139,regular customers,13,4,3008.66,2.0,0.0,1,1
CUST00140,regular customers,32,5,4083.36,2.0,0.0,1,1
CUST00141,regular customers,19,2,1055.28,0.0,0.0,1,1
CUST00142,dormant customers,229,5,1880.0,0.0,0.0,1,1
CUST00143,loyal customers,50,7,7890.950000000001,0.0,0.0,1,1
CUST00144,champions,41,10,8510.65,3.0,0.1,1,1
CUST00145,at-risk customers,90,1,502.35,0.0,0.0,1,1
CUST00146,loyal customers,5,6,6990.9400000000005,1.0,0.16666666666666666,1,1
CUST00147,regular customers,26,4,3412.56,1.0,0.0,1,1
CUST00148,regular customers,14,5,3702.7,1.0,0.2,1,1
CUST00149,regular customers,9,3,2362.6400000000003,0.0,0.3333333333333333,1,1
CUST00150,regular customers,34,5,2641.09,0.0,0.0,1,1
CUST00151,loyal customers,43,8,6240.6,3.0,0.0,1,1
CUST00152,loyal customers,9,8,5508.0,4.0,0.125,1,1
CUST00153,regular customers,25,3,1619.74,0.0,0.0,1,1
CUST00154,champions,41,10,8542.89,0.0,0.0,1,1
CUST00155,regular customers,31,4,2343.2799999999997,0.0,0.0,1,1
CUST00156,regular customers,27,3,4831.42,1.0,0.3333333333333333,1,1
CUST00157,regular customers,60,5,2269.91,1.0,0.0,1,1
CUST00158,dormant customers,215,1,812.34,0.0,0.0,1,1
CUST00159,dormant customers,534,2,3713.77,0.0,0.0,1,1
CUST00160,dormant customers,237,2,1064.66,1.0,0.0,1,1
CUST00161,loyal customers,13,7,6171.42,0.0,0.14285714285714285,1,1
CUST00162,dormant customers,151,2,1194.5900000000001,0.0,0.0,1,1
CUST00163,regular customers,21,2,1100.06,0.0,0.0,1,1
CUST00164,dormant customers,282,5,4657.03,1.0,0.0,1,1
CUST00165,regular customers,36,4,2287.08,0.0,0.0,1,1
CUST00166,regular customers,37,3,3227.7,1.0,0.0,1,1
CUST00167,dormant customers,279,1,423.24,0.0,0.0,1,1
CUST00168,regular customers,12,5,4794.47,0.0,0.0,1,1
CUST00169,dormant customers,282,1,1799.45,0.0,0.0,1,1
CUST00170,champions,16,12,7634.5599999999995,1.0,0.0,1,1
CUST00171,regular customers,30,4,3416.04,0.0,0.25,1,1
CUST00172,loyal customers,44,8,6232.719999999999,3.0,0.0,1,1
CUST00173,loyal customers,42,6,2018.8200000000002,1.0,0.0,1,1
CUST00174,loyal customers,2,7,3507.37,2.0,0.14285714285714285,1,1
CUST00175,regular customers,119,4,3568.3199999999997,1.0,0.0,1,1
CUST00176,regular customers,9,4,6283.41,0.0,0.25,1,1
CUST00177,regular customers,12,5,5158.25,0.0,0.0,1,1
CUST00178,loyal customers,32,9,5965.32,4.0,0.2222222222222222,1,1
CUST00179,regular customers,35,4,1767.07,2.0,0.25,1,1
CUST00180,dormant customers,156,2,1570.85,1.0,0.5,1,1
CUST00181,regular customers,34,2,1815.8899999999999,0.0,0.5,1,1
CUST00182,regular customers,59,2,672.78,0.0,0.5,1,1
CUST00183,dormant customers,212,3,3246.8900000000003,1.0,0.0,1,1
CUST00184,high-value but unhappy,74,5,5072.85,2.0,0.0,1,1
CUST00185,loyal customers,24,9,5475.0,0.0,0.0,1,1
CUST00186,regular customers,15,2,2279.63,1.0,0.0,1,1
CUST00187,regular customers,52,4,2223.79,1.0,0.0,1,1
CUST00188,loyal customers,89,7,5810.17,3.0,0.14285714285714285,1,1
CUST00189,champions,3,11,8207.06,3.0,0.09090909090909091,1,1
CUST00190,regular customers,17,2,854.78,1.0,0.0,1,1
CUST00191,regular customers,8,3,945.03,0.0,0.0,1,1
CUST00192,loyal customers,1,6,3657.1499999999996,0.0,0.16666666666666666,1,1
CUST00193,dormant customers,217,1,424.74,0.0,0.0,1,1
CUST00194,loyal customers,2,6,4197.11,3.0,0.3333333333333333,1,1
CUST00195,regular customers,2,2,1955.96,1.0,0.0,1,1
CUST00196,at-risk customers,84,2,1272.38,1.0,0.0,1,1
CUST00197,champions,8,12,11523.66,3.0,0.08333333333333333,1,1
CUST00198,champions,25,10,7958.04,2.0,0.0,1,1
CUST00199,regular customers,48,5,4359.83,1.0,0.0,1,1
CUST00200,loyal customers,25,9,7636.45,1.0,0.0,1,1
CUST00201,loyal customers,153,7,6691.56,2.0,0.0,1,1
CUST00202,regular customers,47,2,2363.2200000000003,0.0,0.5,1,1
CUST00203,dormant customers,174,2,743.3499999999999,0.0,0.0,1,1
CUST00204,loyal customers,46,6,3646.77,0.0,0.0,1,1
CUST00205,loyal customers,6,6,3610.58,0.0,0.0,1,1
CUST00206,champions,178,10,6479.7,3.0,0.1,1,1
CUST00207,at-risk customers,78,1,193.1,0.0,0.0,1,1
CUST00208,loyal customers,151,6,6865.35,1.0,0.0,1,1
CUST00209,dormant customers,339,5,3422.88,1.0,0.2,1,1
CUST00210,dormant customers,188,2,1254.8700000000001,0.0,0.0,1,1
CUST00211,loyal customers,27,7,27920.05,1.0,0.0,1,1
CUST00212,dormant customers,264,3,2071.6800000000003,0.0,0.0,1,1
CUST00213,dormant customers,146,2,1680.61,2.0,1.0,1,1
CUST00214,dormant customers,124,1,1427.16,0.0,0.0,1,1
CUST00215,at-risk customers,94,3,1564.1,1.0,0.0,1,1
CUST00216,at-risk customers,108,1,1349.42,1.0,1.0,1,1
CUST00217,dormant customers,139,3,1179.94,0.0,0.0,1,1
CUST00218,regular customers,14,4,2728.57,0.0,0.25,1,1
CUST00219,loyal customers,214,6,2782.79,1.0,0.0,1,1
CUST00220,regular customers,18,4,1750.5,1.0,0.0,1,1
CUST00221,regular customers,8,3,1357.66,0.0,0.0,1,1
CUST00222,dormant customers,246,2,1259.5,1.0,0.0,1,1
CUST00223,dormant customers,163,1,757.58,1.0,0.0,1,1
CUST00224,regular customers,7,4,3249.04,1.0,0.25,1,1
CUST00225,dormant customers,148,3,3012.6,0.0,0.0,1,1
CUST00226,regular customers,4,4,3683.7,1.0,0.25,1,1
CUST00227,loyal customers,213,6,4383.02,2.0,0.16666666666666666,1,1
CUST00228,loyal customers,142,7,4150.72,2.0,0.14285714285714285,1,1
CUST00229,dormant customers,152,5,3077.41,1.0,0.0,1,1
CUST00230,loyal customers,15,9,8646.32,2.0,0.0,1,1
CUST00231,regular customers,21,4,2330.3900000000003,0.0,0.0,1,1
CUST00232,regular customers,7,3,3010.99,0.0,0.0,1,1
CUST00233,dormant customers,421,3,1626.9899999999998,0.0,0.0,1,1
CUST00234,loyal customers,34,7,5988.42,0.0,0.0,1,1
CUST00235,regular customers,12,5,3186.58,0.0,0.0,1,1
CUST00236,regular customers,17,2,1796.52,1.0,0.0,1,1
CUST00237,regular customers,29,5,4240.2,0.0,0.0,1,1
CUST00238,regular customers,56,3,3798.2000000000003,2.0,0.3333333333333333,1,1
CUST00239,dormant customers,380,1,208.1,0.0,0.0,1,1
CUST00240,regular customers,17,3,2710.16,1.0,0.0,1,1
CUST00241,regular customers,6,4,4566.46,0.0,0.0,1,1
CUST00242,loyal customers,15,7,4040.24,0.0,0.14285714285714285,1,1
CUST00243,dormant customers,129,4,3129.06,1.0,0.25,1,1
CUST00244,dormant customers,204,2,2449.86,0.0,0.0,1,1
CUST00245,regular customers,8,5,3729.23,0.0,0.0,1,1
CUST00246,regular customers,33,5,3071.41,1.0,0.2,1,1
CUST00247,champions,117,11,5611.35,3.0,0.0,1,1
CUST00248,loyal customers,52,8,4617.07,0.0,0.0,1,1
CUST00249,dormant customers,222,3,1761.46,0.0,0.0,1,1
CUST00250,regular customers,36,2,1335.96,0.0,0.0,1,1
CUST00251,at-risk customers,101,1,966.73,1.0,1.0,1,1
CUST00252,loyal customers,250,6,5194.02,0.0,0.0,1,1
CUST00253,dormant customers,251,3,1901.1299999999999,0.0,0.0,1,1
CUST00254,dormant customers,243,4,3041.57,0.0,0.0,1,1
CUST00255,loyal customers,49,7,5070.56,2.0,0.14285714285714285,1,1
CUST00256,dormant customers,241,2,1727.8400000000001,1.0,0.0,1,1
CUST00257,regular customers,50,3,1361.41,0.0,0.0,1,1
CUST00258,champions,35,11,6740.7300000000005,1.0,0.0,1,1
CUST00259,dormant customers,252,1,1519.33,0.0,0.0,1,1
CUST00260,regular customers,13,3,2237.58,0.0,0.0,1,1
CUST00261,regular customers,6,3,2884.77,0.0,0.0,1,1
CUST00262,regular customers,9,3,1649.48,0.0,0.0,1,1
CUST00263,champions,49,13,8211.17,6.0,0.23076923076923078,1,1
CUST00264,at-risk customers,91,2,671.0999999999999,1.0,0.0,1,1
CUST00265,regular customers,9,3,1918.74,0.0,0.0,1,1
CUST00266,high-value but unhappy,218,4,5306.62,2.0,0.25,1,1
CUST00267,regular customers,89,4,4026.2300000000005,2.0,0.25,1,1
CUST00268,regular customers,39,4,4982.92,1.0,0.0,1,1
CUST00269,regular customers,33,4,3130.84,1.0,0.0,1,1
CUST00270,regular customers,13,4,3158.67,0.0,0.25,1,1
CUST00271,loyal customers,9,6,5326.4,0.0,0.0,1,1
CUST00272,champions,53,14,14120.16,0.0,0.0,1,1
CUST00273,loyal customers,22,9,6554.51,4.0,0.1111111111111111,1,1
CUST00274,regular customers,55,2,1003.95,0.0,0.0,1,1
CUST00275,loyal customers,301,6,3879.21,1.0,0.0,1,1
CUST00276,loyal customers,9,7,9212.91,0.0,0.0,1,1
CUST00277,regular customers,5,4,2222.75,0.0,0.25,1,1
CUST00278,dormant customers,129,4,2768.06,2.0,0.0,1,1
CUST00279,champions,39,10,6562.58,1.0,0.0,1,1
CUST00280,loyal customers,52,9,7889.99,0.0,0.0,1,1
CUST00281,at-risk customers,95,2,1161.06,0.0,0.0,1,1
CUST00282,dormant customers,356,2,774.76,1.0,0.0,1,1
CUST00283,champions,41,11,8318.05,4.0,0.18181818181818182,1,1
CUST00284,dormant customers,351,2,781.62,0.0,0.0,1,1
CUST00285,regular customers,22,5,2538.27,0.0,0.0,1,1
CUST00286,dormant customers,429,2,2027.25,1.0,0.0,1,1
CUST00287,loyal customers,39,7,6816.38,1.0,0.0,1,1
CUST00288,dormant customers,170,2,1096.1,1.0,0.0,1,1
CUST00289,regular customers,55,3,1303.02,0.0,0.0,1,1
CUST00290,regular customers,58,2,878.26,1.0,0.0,1,1
CUST00291,loyal customers,118,9,5604.34,3.0,0.2222222222222222,1,1
CUST00292,regular customers,7,4,3132.6,1.0,0.25,1,1
CUST00293,dormant customers,290,3,1699.71,0.0,0.0,1,1
CUST00294,regular customers,34,3,3612.55,0.0,0.0,1,1
CUST00295,regular customers,10,5,4296.54,0.0,0.0,1,1
CUST00296,dormant customers,192,4,1989.83,0.0,0.0,1,1
CUST00297,dormant customers,214,1,1130.29,1.0,0.0,1,1
CUST00298,dormant customers,261,1,1122.99,0.0,0.0,1,1
CUST00299,dormant customers,403,4,2302.1800000000003,2.0,0.25,1,1
CUST00300,regular customers,47,5,2586.24,0.0,0.0,1,1
CUST00301,loyal customers,26,9,7935.46,3.0,0.0,1,1
CUST00302,dormant customers,208,4,2534.0,3.0,0.25,1,1
CUST00303,loyal customers,14,8,5373.69,2.0,0.125,1,1
CUST00304,dormant customers,147,3,2837.27,1.0,0.0,1,1
CUST00305,dormant customers,226,1,531.59,0.0,0.0,1,1
CUST00306,loyal customers,46,6,5851.889999999999,2.0,0.16666666666666666,1,1
CUST00307,at-risk customers,92,3,2114.17,1.0,0.3333333333333333,1,1
CUST00308,regular customers,42,3,2518.37,0.0,0.0,1,1
CUST00309,at-risk customers,68,3,2731.6099999999997,0.0,0.0,1,1
CUST00310,regular customers,21,2,1126.21,1.0,0.5,1,1
CUST00311,at-risk customers,108,1,1336.82,0.0,0.0,1,1
CUST00312,dormant customers,124,1,486.27,0.0,0.0,1,1
CUST00313,dormant customers,222,1,769.77,1.0,0.0,1,1
CUST00314,at-risk customers,76,1,560.98,0.0,0.0,1,1
CUST00315,champions,4,12,11129.380000000001,2.0,0.0,1,1
CUST00316,dormant customers,157,2,1079.82,1.0,0.5,1,1
CUST00317,dormant customers,160,1,1353.24,0.0,0.0,1,1
CUST00318,loyal customers,55,6,6278.88,1.0,0.0,1,1
CUST00319,loyal customers,207,6,2585.4700000000003,0.0,0.0,1,1
CUST00320,loyal customers,49,8,5389.51,1.0,0.0,1,1
CUST00321,loyal customers,176,6,3100.54,2.0,0.0,1,1
CUST00322,loyal customers,45,6,3582.34,0.0,0.0,1,1
CUST00323,loyal customers,26,9,7552.84,0.0,0.0,1,1
CUST00324,high-value but unhappy,334,4,6039.5599999999995,2.0,0.25,1,1
CUST00325,regular customers,2,4,3975.12,0.0,0.0,1,1
CUST00326,dormant customers,184,3,1868.65,1.0,0.0,1,1
CUST00327,at-risk customers,62,3,1087.67,0.0,0.0,1,1
CUST00328,dormant customers,382,1,371.68,0.0,0.0,1,1
CUST00329,regular customers,7,4,2102.61,0.0,0.0,1,1
CUST00330,regular customers,25,4,1658.54,1.0,0.0,1,1
CUST00331,dormant customers,211,5,3450.66,2.0,0.2,1,1
CUST00332,high-value but unhappy,18,4,4830.33,2.0,0.25,1,1
CUST00333,regular customers,29,2,1205.58,0.0,0.0,1,1
CUST00334,dormant customers,145,3,2170.31,1.0,0.3333333333333333,1,1
CUST00335,regular customers,17,4,2833.44,2.0,0.25,1,1
CUST00336,loyal customers,4,7,3979.4700000000003,0.0,0.0,1,1
CUST00337,at-risk customers,67,2,1887.73,1.0,0.0,1,1
CUST00338,regular customers,18,2,1364.21,1.0,0.5,1,1
CUST00339,regular customers,27,5,3070.33,1.0,0.2,1,1
CUST00340,champions,46,10,6781.87,1.0,0.1,1,1
CUST00341,regular customers,23,2,1262.52,0.0,0.0,1,1
CUST00342,regular customers,0,4,3043.19,1.0,0.0,1,1
CUST00343,loyal customers,51,6,2874.94,0.0,0.0,1,1
CUST00344,loyal customers,32,6,4985.95,4.0,0.0,1,1
CUST00345,loyal customers,44,6,6318.72,1.0,0.0,1,1
CUST00346,champions,59,12,10622.109999999999,2.0,0.16666666666666666,1,1
CUST00347,dormant customers,244,4,3311.46,1.0,0.0,1,1
CUST00348,regular customers,42,4,3043.55,0.0,0.0,1,1
CUST00349,loyal customers,14,6,5889.18,0.0,0.16666666666666666,1,1
CUST00350,regular customers,0,3,2121.43,0.0,0.0,1,1
CUST00351,loyal customers,13,8,8615.57,3.0,0.125,1,1
CUST00352,regular customers,22,3,2352.36,0.0,0.3333333333333333,1,1
CUST00353,dormant customers,178,4,1755.1200000000001,1.0,0.0,1,1
CUST00354,loyal customers,24,6,3470.21,1.0,0.0,1,1
CUST00355,dormant customers,231,4,3405.2,2.0,0.0,1,1
CUST00356,loyal customers,21,6,3137.74,2.0,0.0,1,1
CUST00357,at-risk customers,102,1,513.15,1.0,0.0,1,1
CUST00358,dormant customers,161,2,1523.3600000000001,1.0,0.0,1,1
CUST00359,loyal customers,29,9,6910.4,0.0,0.1111111111111111,1,1
CUST00360,loyal customers,32,8,9265.23,0.0,0.0,1,1
CUST00361,dormant customers,229,1,361.04,1.0,1.0,1,1
CUST00362,loyal customers,12,6,3159.8599999999997,1.0,0.16666666666666666,1,1
CUST00363,regular customers,33,3,1780.5900000000001,1.0,0.3333333333333333,1,1
CUST00364,dormant customers,419,3,2049.88,2.0,0.0,1,1
CUST00365,dormant customers,218,1,1015.06,0.0,0.0,1,1
CUST00366,loyal customers,37,6,6762.91,1.0,0.0,1,1
CUST00367,dormant customers,272,1,884.81,0.0,0.0,1,1
CUST00368,at-risk customers,115,1,348.81,1.0,1.0,1,1
CUST00369,dormant customers,131,3,2263.62,0.0,0.0,1,1
CUST00370,dormant customers,232,1,452.14,0.0,0.0,1,1
CUST00371,dormant customers,184,3,2631.54,1.0,0.0,1,1
CUST00372,regular customers,1,3,1343.1,1.0,0.0,1,1
CUST00373,dormant customers,133,2,1612.8899999999999,0.0,0.0,1,1
CUST00374,dormant customers,279,2,795.8299999999999,1.0,0.0,1,1
CUST00375,loyal customers,145,6,3564.29,1.0,0.0,1,1
CUST00376,loyal customers,105,8,5532.45,0.0,0.0,1,1
CUST00377,dormant customers,140,4,2214.32,0.0,0.0,1,1
CUST00378,dormant customers,159,1,1622.32,0.0,0.0,1,1
CUST00379,dormant customers,135,2,1029.97,0.0,0.0,1,1
CUST00380,loyal customers,27,7,3831.9,1.0,0.0,1,1
CUST00381,dormant customers,242,1,597.86,1.0,0.0,1,1
CUST00382,regular customers,42,3,1584.55,0.0,0.0,1,1
CUST00383,loyal customers,6,7,5682.3099999999995,3.0,0.14285714285714285,1,1
CUST00384,regular customers,23,3,1529.26,0.0,0.0,1,1
CUST00385,loyal customers,7,9,6949.7,3.0,0.0,1,1
CUST00386,loyal customers,33,7,5490.0,1.0,0.0,1,1
CUST00387,regular customers,0,3,3480.7,0.0,0.3333333333333333,1,1
CUST00388,regular customers,97,5,2574.36,1.0,0.0,1,1
CUST00389,champions,0,12,8394.1,3.0,0.0,1,1
CUST00390,at-risk customers,114,2,1639.4299999999998,1.0,0.0,1,1
CUST00391,regular customers,49,4,3250.96,0.0,0.0,1,1
CUST00392,loyal customers,193,7,5290.95,0.0,0.0,1,1
CUST00393,regular customers,2,3,2797.96,1.0,0.0,1,1
CUST00394,regular customers,49,2,1196.59,1.0,0.0,1,1
CUST00395,regular customers,7,4,2294.75,1.0,0.0,1,1
CUST00396,loyal customers,46,6,3382.7599999999998,1.0,0.0,1,1
CUST00397,champions,139,11,9647.73,4.0,0.0,1,1
CUST00398,regular customers,29,5,3322.37,1.0,0.0,1,1
CUST00399,dormant customers,322,4,2749.65,0.0,0.0,1,1
CUST00400,regular customers,34,2,1613.97,0.0,0.0,1,1
CUST00401,regular customers,7,2,1106.27,1.0,0.0,1,1
CUST00402,dormant customers,192,3,1410.06,1.0,0.0,1,1
CUST00403,regular customers,28,3,2404.71,0.0,0.0,1,1
CUST00404,loyal customers,253,6,4631.52,2.0,0.0,1,1
CUST00405,at-risk customers,62,1,282.03,1.0,1.0,1,1
CUST00406,regular customers,22,4,1427.6,1.0,0.0,1,1
CUST00407,regular customers,16,2,2405.56,0.0,0.0,1,1
CUST00408,loyal customers,53,8,4751.44,4.0,0.125,1,1
CUST00409,loyal customers,118,7,4946.35,3.0,0.42857142857142855,1,1
CUST00410,regular customers,50,3,2009.71,1.0,0.0,1,1
CUST00411,dormant customers,313,1,1756.76,0.0,0.0,1,1
CUST00412,dormant customers,589,1,1486.51,0.0,0.0,1,1
CUST00413,regular customers,27,4,2693.84,2.0,0.25,1,1
CUST00414,at-risk customers,63,1,311.44,1.0,1.0,1,1
CUST00415,dormant customers,180,2,2282.07,1.0,0.0,1,1
