customer_id,segment_name,recency,frequency,monetary,ticket_count,refund_rate,web_activity,campaign_count
CUST00061,Loyal Customers,2,5,2511.7200000000003,1.0,0.0,1,1
CUST00062,Loyal Customers,49,5,3135.08,1.0,0.0,1,1
CUST00063,Dormant Customers,276,1,397.69,1.0,0.0,1,1
CUST00064,Regular Customers,26,3,1634.0,0.0,0.0,1,1
CUST00065,Loyal Customers,0,4,3966.91,0.0,0.0,1,1
CUST00066,Dormant Customers,380,5,4598.95,1.0,0.0,1,1
CUST00067,At-Risk Customers,123,2,1246.44,1.0,0.5,1,1
CUST00068,Dormant Customers,406,3,2123.66,1.0,0.3333333333333333,1,1
CUST00069,At-Risk Customers,89,2,874.47,0.0,0.0,1,1
CUST00070,At-Risk Customers,98,1,542.98,0.0,0.0,1,1
CUST00071,At-Risk Customers,92,1,2062.5,1.0,0.0,1,1
CUST00072,Regular Customers,150,4,2587.02,0.0,0.0,1,1
CUST00073,Loyal Customers,44,7,6253.77,0.0,0.0,1,1
CUST00074,Loyal Customers,25,5,2884.48,1.0,0.2,1,1
CUST00075,Loyal Customers,43,11,7714.719999999999,4.0,0.0,1,1
CUST00076,Loyal Customers,0,4,2888.0299999999997,0.0,0.0,1,1
CUST00077,At-Risk Customers,169,1,394.32,0.0,0.0,1,1
CUST00078,Dormant Customers,199,1,894.45,1.0,1.0,1,1
CUST00079,Dormant Customers,251,1,619.57,0.0,0.0,1,1
CUST00080,Loyal Customers,7,4,2832.98,0.0,0.0,1,1
CUST00081,Loyal Customers,40,9,5805.78,3.0,0.2222222222222222,1,1
CUST00082,Dormant Customers,314,3,1671.25,0.0,0.0,1,1
CUST00083,At-Risk Customers,149,2,806.87,1.0,0.5,1,1
CUST00084,Dormant Customers,227,1,1273.18,0.0,0.0,1,1
CUST00085,At-Risk Customers,74,1,1257.8,0.0,0.0,1,1
CUST00086,Loyal Customers,39,6,3003.66,1.0,0.0,1,1
CUST00087,Loyal Customers,27,4,3610.9700000000003,0.0,0.25,1,1
CUST00088,Regular Customers,158,12,6774.5,1.0,0.0,1,1
CUST00089,Dormant Customers,225,2,2825.75,0.0,0.0,1,1
CUST00090,Loyal Customers,49,5,2498.83,1.0,0.0,1,1
CUST00091,Loyal Customers,17,5,5844.34,1.0,0.2,1,1
CUST00092,Regular Customers,33,2,1155.25,0.0,0.0,1,1
CUST00093,At-Risk Customers,145,1,759.64,0.0,0.0,1,1
CUST00094,Dormant Customers,243,4,3557.43,2.0,0.0,1,1
CUST00095,At-Risk Customers,125,1,372.65,1.0,0.0,1,1
CUST00096,Loyal Customers,44,4,2403.64,1.0,0.25,1,1
CUST00097,Loyal Customers,28,8,5040.67,2.0,0.125,1,1
CUST00098,Dormant Customers,244,2,1843.57,1.0,0.0,1,1
CUST00099,Loyal Customers,44,6,3861.8199999999997,1.0,0.0,1,1
CUST00100,Regular Customers,2,3,2209.4,0.0,0.3333333333333333,1,1
CUST00101,Regular Customers,168,5,3514.87,2.0,0.0,1,1
CUST00102,Regular Customers,17,2,2048.62,0.0,0.0,1,1
CUST00103,Regular Customers,6,3,2581.31,0.0,0.0,1,1
CUST00104,At-Risk Customers,153,1,955.63,0.0,0.0,1,1
CUST00105,Regular Customers,39,2,2846.2999999999997,0.0,0.0,1,1
CUST00106,Regular Customers,121,7,4352.11,1.0,0.0,1,1
CUST00107,Loyal Customers,31,4,3891.05,0.0,0.0,1,1
CUST00108,At-Risk Customers,104,1,1074.5,1.0,1.0,1,1
CUST00109,Regular Customers,59,6,4566.15,0.0,0.0,1,1
CUST00110,Regular Customers,95,6,3922.07,2.0,0.0,1,1
CUST00111,Dormant Customers,238,1,1135.09,0.0,0.0,1,1
CUST00112,Loyal Customers,33,9,6542.4,1.0,0.2222222222222222,1,1
CUST00113,Regular Customers,7,3,2095.48,0.0,0.0,1,1
CUST00114,Dormant Customers,299,6,5133.53,1.0,0.0,1,1
CUST00115,Dormant Customers,219,1,596.54,1.0,0.0,1,1
CUST00116,Dormant Customers,203,6,5635.9,0.0,0.0,1,1
CUST00117,Dormant Customers,183,4,2534.33,0.0,0.0,1,1
CUST00118,Loyal Customers,13,4,2001.17,0.0,0.0,1,1
CUST00119,Champions,5,6,4466.32,1.0,0.0,1,1
CUST00120,Regular Customers,31,2,755.8399999999999,0.0,0.0,1,1
CUST00121,Regular Customers,22,3,3028.88,0.0,0.0,1,1
CUST00122,At-Risk Customers,166,2,2048.93,0.0,0.0,1,1
CUST00123,Loyal Customers,28,7,3742.48,3.0,0.14285714285714285,1,1
CUST00124,Dormant Customers,254,4,2570.5,0.0,0.0,1,1
CUST00125,Regular Customers,16,3,2455.21,0.0,0.3333333333333333,1,1
CUST00126,At-Risk Customers,117,2,1260.02,0.0,0.0,1,1
CUST00127,Regular Customers,17,3,1136.12,0.0,0.0,1,1
CUST00128,Regular Customers,5,3,2233.06,0.0,0.0,1,1
CUST00129,Loyal Customers,31,5,4049.54,2.0,0.2,1,1
CUST00130,At-Risk Customers,56,2,1850.58,0.0,0.0,1,1
CUST00131,Regular Customers,127,6,6830.01,0.0,0.0,1,1
CUST00132,Regular Customers,177,5,4876.780000000001,0.0,0.0,1,1
CUST00133,Champions,11,10,7152.29,1.0,0.1,1,1
CUST00134,Champions,18,6,4696.0199999999995,3.0,0.16666666666666666,1,1
CUST00135,Dormant Customers,393,4,2534.18,0.0,0.0,1,1
CUST00136,At-Risk Customers,131,1,514.9,0.0,0.0,1,1
CUST00137,Dormant Customers,237,2,1035.87,0.0,0.0,1,1
CUST00138,Regular Customers,35,2,1424.6100000000001,0.0,0.5,1,1
CUST00139,Loyal Customers,13,4,3008.66,2.0,0.0,1,1
CUST00140,Loyal Customers,32,5,4083.36,2.0,0.0,1,1
CUST00141,Regular Customers,19,2,1055.28,0.0,0.0,1,1
CUST00142,Dormant Customers,229,5,1880.0,0.0,0.0,1,1
CUST00143,Loyal Customers,50,7,7890.950000000001,0.0,0.0,1,1
CUST00144,Loyal Customers,41,10,8510.65,3.0,0.1,1,1
CUST00145,At-Risk Customers,90,1,502.35,0.0,0.0,1,1
CUST00146,Champions,5,6,6990.9400000000005,1.0,0.16666666666666666,1,1
CUST00147,Loyal Customers,26,4,3412.56,1.0,0.0,1,1
CUST00148,Loyal Customers,14,5,3702.7,1.0,0.2,1,1
CUST00149,Regular Customers,9,3,2362.6400000000003,0.0,0.3333333333333333,1,1
CUST00150,Loyal Customers,34,5,2641.09,0.0,0.0,1,1
CUST00151,Loyal Customers,43,8,6240.6,3.0,0.0,1,1
CUST00152,Champions,9,8,5508.0,4.0,0.125,1,1
CUST00153,Regular Customers,25,3,1619.74,0.0,0.0,1,1
CUST00154,Loyal Customers,41,10,8542.89,0.0,0.0,1,1
CUST00155,Loyal Customers,31,4,2343.2799999999997,0.0,0.0,1,1
CUST00156,High-Value but Unhappy,27,3,4831.42,1.0,0.3333333333333333,1,1
CUST00157,Regular Customers,60,5,2269.91,1.0,0.0,1,1
CUST00158,Dormant Customers,215,1,812.34,0.0,0.0,1,1
CUST00159,Dormant Customers,534,2,3713.77,0.0,0.0,1,1
CUST00160,Dormant Customers,237,2,1064.66,1.0,0.0,1,1
CUST00161,Champions,13,7,6171.42,0.0,0.14285714285714285,1,1
CUST00162,At-Risk Customers,151,2,1194.5900000000001,0.0,0.0,1,1
CUST00163,Regular Customers,21,2,1100.06,0.0,0.0,1,1
CUST00164,Dormant Customers,282,5,4657.03,1.0,0.0,1,1
CUST00165,Loyal Customers,36,4,2287.08,0.0,0.0,1,1
CUST00166,Regular Customers,37,3,3227.7,1.0,0.0,1,1
CUST00167,Dormant Customers,279,1,423.24,0.0,0.0,1,1
CUST00168,Loyal Customers,12,5,4794.47,0.0,0.0,1,1
CUST00169,Dormant Customers,282,1,1799.45,0.0,0.0,1,1
CUST00170,Champions,16,12,7634.5599999999995,1.0,0.0,1,1
CUST00171,Loyal Customers,30,4,3416.04,0.0,0.25,1,1
CUST00172,Loyal Customers,44,8,6232.719999999999,3.0,0.0,1,1
CUST00173,Loyal Customers,42,6,2018.8200000000002,1.0,0.0,1,1
CUST00174,Loyal Customers,2,7,3507.37,2.0,0.14285714285714285,1,1
CUST00175,Regular Customers,119,4,3568.3199999999997,1.0,0.0,1,1
CUST00176,Loyal Customers,9,4,6283.41,0.0,0.25,1,1
CUST00177,Loyal Customers,12,5,5158.25,0.0,0.0,1,1
CUST00178,Loyal Customers,32,9,5965.32,4.0,0.2222222222222222,1,1
CUST00179,Loyal Customers,35,4,1767.07,2.0,0.25,1,1
CUST00180,At-Risk Customers,156,2,1570.85,1.0,0.5,1,1
CUST00181,Regular Customers,34,2,1815.8899999999999,0.0,0.5,1,1
CUST00182,At-Risk Customers,59,2,672.78,0.0,0.5,1,1
CUST00183,Dormant Customers,212,3,3246.8900000000003,1.0,0.0,1,1
CUST00184,High-Value but Unhappy,74,5,5072.85,2.0,0.0,1,1
CUST00185,Loyal Customers,24,9,5475.0,0.0,0.0,1,1
CUST00186,Regular Customers,15,2,2279.63,1.0,0.0,1,1
CUST00187,Loyal Customers,52,4,2223.79,1.0,0.0,1,1
CUST00188,High-Value but Unhappy,89,7,5810.17,3.0,0.14285714285714285,1,1
CUST00189,Champions,3,11,8207.06,3.0,0.09090909090909091,1,1
CUST00190,Regular Customers,17,2,854.78,1.0,0.0,1,1
CUST00191,Regular Customers,8,3,945.03,0.0,0.0,1,1
CUST00192,Loyal Customers,1,6,3657.1499999999996,0.0,0.16666666666666666,1,1
CUST00193,Dormant Customers,217,1,424.74,0.0,0.0,1,1
CUST00194,Loyal Customers,2,6,4197.11,3.0,0.3333333333333333,1,1
CUST00195,Regular Customers,2,2,1955.96,1.0,0.0,1,1
CUST00196,At-Risk Customers,84,2,1272.38,1.0,0.0,1,1
CUST00197,Champions,8,12,11523.66,3.0,0.08333333333333333,1,1
CUST00198,Loyal Customers,25,10,7958.04,2.0,0.0,1,1
CUST00199,Loyal Customers,48,5,4359.83,1.0,0.0,1,1
CUST00200,Loyal Customers,25,9,7636.45,1.0,0.0,1,1
CUST00201,High-Value but Unhappy,153,7,6691.56,2.0,0.0,1,1
CUST00202,Regular Customers,47,2,2363.2200000000003,0.0,0.5,1,1
CUST00203,At-Risk Customers,174,2,743.3499999999999,0.0,0.0,1,1
CUST00204,Loyal Customers,46,6,3646.77,0.0,0.0,1,1
CUST00205,Loyal Customers,6,6,3610.58,0.0,0.0,1,1
CUST00206,High-Value but Unhappy,178,10,6479.7,3.0,0.1,1,1
CUST00207,At-Risk Customers,78,1,193.1,0.0,0.0,1,1
CUST00208,Regular Customers,151,6,6865.35,1.0,0.0,1,1
CUST00209,Dormant Customers,339,5,3422.88,1.0,0.2,1,1
CUST00210,Dormant Customers,188,2,1254.8700000000001,0.0,0.0,1,1
CUST00211,Loyal Customers,27,7,27920.05,1.0,0.0,1,1
CUST00212,Dormant Customers,264,3,2071.6800000000003,0.0,0.0,1,1
CUST00213,At-Risk Customers,146,2,1680.61,2.0,1.0,1,1
CUST00214,At-Risk Customers,124,1,1427.16,0.0,0.0,1,1
CUST00215,At-Risk Customers,94,3,1564.1,1.0,0.0,1,1
CUST00216,At-Risk Customers,108,1,1349.42,1.0,1.0,1,1
CUST00217,At-Risk Customers,139,3,1179.94,0.0,0.0,1,1
CUST00218,Loyal Customers,14,4,2728.57,0.0,0.25,1,1
CUST00219,Dormant Customers,214,6,2782.79,1.0,0.0,1,1
CUST00220,Loyal Customers,18,4,1750.5,1.0,0.0,1,1
CUST00221,Regular Customers,8,3,1357.66,0.0,0.0,1,1
CUST00222,Dormant Customers,246,2,1259.5,1.0,0.0,1,1
CUST00223,At-Risk Customers,163,1,757.58,1.0,0.0,1,1
CUST00224,Loyal Customers,7,4,3249.04,1.0,0.25,1,1
CUST00225,At-Risk Customers,148,3,3012.6,0.0,0.0,1,1
CUST00226,Loyal Customers,4,4,3683.7,1.0,0.25,1,1
CUST00227,High-Value but Unhappy,213,6,4383.02,2.0,0.16666666666666666,1,1
CUST00228,Regular Customers,142,7,4150.72,2.0,0.14285714285714285,1,1
CUST00229,Regular Customers,152,5,3077.41,1.0,0.0,1,1
CUST00230,Champions,15,9,8646.32,2.0,0.0,1,1
CUST00231,Loyal Customers,21,4,2330.3900000000003,0.0,0.0,1,1
CUST00232,Regular Customers,7,3,3010.99,0.0,0.0,1,1
CUST00233,Dormant Customers,421,3,1626.9899999999998,0.0,0.0,1,1
CUST00234,Loyal Customers,34,7,5988.42,0.0,0.0,1,1
CUST00235,Loyal Customers,12,5,3186.58,0.0,0.0,1,1
CUST00236,Regular Customers,17,2,1796.52,1.0,0.0,1,1
CUST00237,Loyal Customers,29,5,4240.2,0.0,0.0,1,1
CUST00238,At-Risk Customers,56,3,3798.2000000000003,2.0,0.3333333333333333,1,1
CUST00239,Dormant Customers,380,1,208.1,0.0,0.0,1,1
CUST00240,Regular Customers,17,3,2710.16,1.0,0.0,1,1
CUST00241,Loyal Customers,6,4,4566.46,0.0,0.0,1,1
CUST00242,Loyal Customers,15,7,4040.24,0.0,0.14285714285714285,1,1
CUST00243,Regular Customers,129,4,3129.06,1.0,0.25,1,1
CUST00244,Dormant Customers,204,2,2449.86,0.0,0.0,1,1
CUST00245,Loyal Customers,8,5,3729.23,0.0,0.0,1,1
CUST00246,Loyal Customers,33,5,3071.41,1.0,0.2,1,1
CUST00247,High-Value but Unhappy,117,11,5611.35,3.0,0.0,1,1
CUST00248,Loyal Customers,52,8,4617.07,0.0,0.0,1,1
CUST00249,Dormant Customers,222,3,1761.46,0.0,0.0,1,1
CUST00250,Regular Customers,36,2,1335.96,0.0,0.0,1,1
CUST00251,At-Risk Customers,101,1,966.73,1.0,1.0,1,1
CUST00252,Dormant Customers,250,6,5194.02,0.0,0.0,1,1
CUST00253,Dormant Customers,251,3,1901.1299999999999,0.0,0.0,1,1
CUST00254,Dormant Customers,243,4,3041.57,0.0,0.0,1,1
CUST00255,Loyal Customers,49,7,5070.56,2.0,0.14285714285714285,1,1
CUST00256,Dormant Customers,241,2,1727.8400000000001,1.0,0.0,1,1
CUST00257,Regular Customers,50,3,1361.41,0.0,0.0,1,1
CUST00258,Loyal Customers,35,11,6740.7300000000005,1.0,0.0,1,1
CUST00259,Dormant Customers,252,1,1519.33,0.0,0.0,1,1
CUST00260,Regular Customers,13,3,2237.58,0.0,0.0,1,1
CUST00261,Regular Customers,6,3,2884.77,0.0,0.0,1,1
CUST00262,Regular Customers,9,3,1649.48,0.0,0.0,1,1
CUST00263,Loyal Customers,49,13,8211.17,6.0,0.23076923076923078,1,1
CUST00264,At-Risk Customers,91,2,671.0999999999999,1.0,0.0,1,1
CUST00265,Regular Customers,9,3,1918.74,0.0,0.0,1,1
CUST00266,High-Value but Unhappy,218,4,5306.62,2.0,0.25,1,1
CUST00267,Regular Customers,89,4,4026.2300000000005,2.0,0.25,1,1
CUST00268,Loyal Customers,39,4,4982.92,1.0,0.0,1,1
CUST00269,Loyal Customers,33,4,3130.84,1.0,0.0,1,1
CUST00270,Loyal Customers,13,4,3158.67,0.0,0.25,1,1
CUST00271,Champions,9,6,5326.4,0.0,0.0,1,1
CUST00272,Loyal Customers,53,14,14120.16,0.0,0.0,1,1
CUST00273,Champions,22,9,6554.51,4.0,0.1111111111111111,1,1
CUST00274,Regular Customers,55,2,1003.95,0.0,0.0,1,1
CUST00275,Dormant Customers,301,6,3879.21,1.0,0.0,1,1
CUST00276,Champions,9,7,9212.91,0.0,0.0,1,1
CUST00277,Loyal Customers,5,4,2222.75,0.0,0.25,1,1
CUST00278,Regular Customers,129,4,2768.06,2.0,0.0,1,1
CUST00279,Loyal Customers,39,10,6562.58,1.0,0.0,1,1
CUST00280,Loyal Customers,52,9,7889.99,0.0,0.0,1,1
CUST00281,At-Risk Customers,95,2,1161.06,0.0,0.0,1,1
CUST00282,Dormant Customers,356,2,774.76,1.0,0.0,1,1
CUST00283,Loyal Customers,41,11,8318.05,4.0,0.18181818181818182,1,1
CUST00284,Dormant Customers,351,2,781.62,0.0,0.0,1,1
CUST00285,Loyal Customers,22,5,2538.27,0.0,0.0,1,1
CUST00286,Dormant Customers,429,2,2027.25,1.0,0.0,1,1
CUST00287,Loyal Customers,39,7,6816.38,1.0,0.0,1,1
CUST00288,At-Risk Customers,170,2,1096.1,1.0,0.0,1,1
CUST00289,Regular Customers,55,3,1303.02,0.0,0.0,1,1
CUST00290,At-Risk Customers,58,2,878.26,1.0,0.0,1,1
CUST00291,High-Value but Unhappy,118,9,5604.34,3.0,0.2222222222222222,1,1
CUST00292,Loyal Customers,7,4,3132.6,1.0,0.25,1,1
CUST00293,Dormant Customers,290,3,1699.71,0.0,0.0,1,1
CUST00294,Regular Customers,34,3,3612.55,0.0,0.0,1,1
CUST00295,Loyal Customers,10,5,4296.54,0.0,0.0,1,1
CUST00296,Dormant Customers,192,4,1989.83,0.0,0.0,1,1
CUST00297,Dormant Customers,214,1,1130.29,1.0,0.0,1,1
CUST00298,Dormant Customers,261,1,1122.99,0.0,0.0,1,1
CUST00299,Dormant Customers,403,4,2302.1800000000003,2.0,0.25,1,1
CUST00300,Loyal Customers,47,5,2586.24,0.0,0.0,1,1
CUST00301,Loyal Customers,26,9,7935.46,3.0,0.0,1,1
CUST00302,Dormant Customers,208,4,2534.0,3.0,0.25,1,1
CUST00303,Champions,14,8,5373.69,2.0,0.125,1,1
CUST00304,At-Risk Customers,147,3,2837.27,1.0,0.0,1,1
CUST00305,Dormant Customers,226,1,531.59,0.0,0.0,1,1
CUST00306,Loyal Customers,46,6,5851.889999999999,2.0,0.16666666666666666,1,1
CUST00307,At-Risk Customers,92,3,2114.17,1.0,0.3333333333333333,1,1
CUST00308,Regular Customers,42,3,2518.37,0.0,0.0,1,1
CUST00309,At-Risk Customers,68,3,2731.6099999999997,0.0,0.0,1,1
CUST00310,Regular Customers,21,2,1126.21,1.0,0.5,1,1
CUST00311,At-Risk Customers,108,1,1336.82,0.0,0.0,1,1
CUST00312,At-Risk Customers,124,1,486.27,0.0,0.0,1,1
CUST00313,Dormant Customers,222,1,769.77,1.0,0.0,1,1
CUST00314,At-Risk Customers,76,1,560.98,0.0,0.0,1,1
CUST00315,Champions,4,12,11129.380000000001,2.0,0.0,1,1
CUST00316,At-Risk Customers,157,2,1079.82,1.0,0.5,1,1
CUST00317,At-Risk Customers,160,1,1353.24,0.0,0.0,1,1
CUST00318,Loyal Customers,55,6,6278.88,1.0,0.0,1,1
CUST00319,Dormant Customers,207,6,2585.4700000000003,0.0,0.0,1,1
CUST00320,Loyal Customers,49,8,5389.51,1.0,0.0,1,1
CUST00321,Regular Customers,176,6,3100.54,2.0,0.0,1,1
CUST00322,Loyal Customers,45,6,3582.34,0.0,0.0,1,1
CUST00323,Loyal Customers,26,9,7552.84,0.0,0.0,1,1
CUST00324,High-Value but Unhappy,334,4,6039.5599999999995,2.0,0.25,1,1
CUST00325,Loyal Customers,2,4,3975.12,0.0,0.0,1,1
CUST00326,Dormant Customers,184,3,1868.65,1.0,0.0,1,1
CUST00327,At-Risk Customers,62,3,1087.67,0.0,0.0,1,1
CUST00328,Dormant Customers,382,1,371.68,0.0,0.0,1,1
CUST00329,Loyal Customers,7,4,2102.61,0.0,0.0,1,1
CUST00330,Loyal Customers,25,4,1658.54,1.0,0.0,1,1
CUST00331,Dormant Customers,211,5,3450.66,2.0,0.2,1,1
CUST00332,Loyal Customers,18,4,4830.33,2.0,0.25,1,1
CUST00333,Regular Customers,29,2,1205.58,0.0,0.0,1,1
CUST00334,At-Risk Customers,145,3,2170.31,1.0,0.3333333333333333,1,1
CUST00335,Loyal Customers,17,4,2833.44,2.0,0.25,1,1
CUST00336,Loyal Customers,4,7,3979.4700000000003,0.0,0.0,1,1
CUST00337,At-Risk Customers,67,2,1887.73,1.0,0.0,1,1
CUST00338,Regular Customers,18,2,1364.21,1.0,0.5,1,1
CUST00339,Loyal Customers,27,5,3070.33,1.0,0.2,1,1
CUST00340,Loyal Customers,46,10,6781.87,1.0,0.1,1,1
CUST00341,Regular Customers,23,2,1262.52,0.0,0.0,1,1
CUST00342,Loyal Customers,0,4,3043.19,1.0,0.0,1,1
CUST00343,Loyal Customers,51,6,2874.94,0.0,0.0,1,1
CUST00344,Loyal Customers,32,6,4985.95,4.0,0.0,1,1
CUST00345,Loyal Customers,44,6,6318.72,1.0,0.0,1,1
CUST00346,High-Value but Unhappy,59,12,10622.109999999999,2.0,0.16666666666666666,1,1
CUST00347,Dormant Customers,244,4,3311.46,1.0,0.0,1,1
CUST00348,Loyal Customers,42,4,3043.55,0.0,0.0,1,1
CUST00349,Champions,14,6,5889.18,0.0,0.16666666666666666,1,1
CUST00350,Regular Customers,0,3,2121.43,0.0,0.0,1,1
CUST00351,Champions,13,8,8615.57,3.0,0.125,1,1
CUST00352,Regular Customers,22,3,2352.36,0.0,0.3333333333333333,1,1
CUST00353,Regular Customers,178,4,1755.1200000000001,1.0,0.0,1,1
CUST00354,Loyal Customers,24,6,3470.21,1.0,0.0,1,1
CUST00355,Dormant Customers,231,4,3405.2,2.0,0.0,1,1
CUST00356,Loyal Customers,21,6,3137.74,2.0,0.0,1,1
CUST00357,At-Risk Customers,102,1,513.15,1.0,0.0,1,1
CUST00358,At-Risk Customers,161,2,1523.3600000000001,1.0,0.0,1,1
CUST00359,Loyal Customers,29,9,6910.4,0.0,0.1111111111111111,1,1
CUST00360,Loyal Customers,32,8,9265.23,0.0,0.0,1,1
CUST00361,Dormant Customers,229,1,361.04,1.0,1.0,1,1
CUST00362,Loyal Customers,12,6,3159.8599999999997,1.0,0.16666666666666666,1,1
CUST00363,Regular Customers,33,3,1780.5900000000001,1.0,0.3333333333333333,1,1
CUST00364,Dormant Customers,419,3,2049.88,2.0,0.0,1,1
CUST00365,Dormant Customers,218,1,1015.06,0.0,0.0,1,1
CUST00366,Loyal Customers,37,6,6762.91,1.0,0.0,1,1
CUST00367,Dormant Customers,272,1,884.81,0.0,0.0,1,1
CUST00368,At-Risk Customers,115,1,348.81,1.0,1.0,1,1
CUST00369,At-Risk Customers,131,3,2263.62,0.0,0.0,1,1
CUST00370,Dormant Customers,232,1,452.14,0.0,0.0,1,1
CUST00371,Dormant Customers,184,3,2631.54,1.0,0.0,1,1
CUST00372,Regular Customers,1,3,1343.1,1.0,0.0,1,1
CUST00373,At-Risk Customers,133,2,1612.8899999999999,0.0,0.0,1,1
CUST00374,Dormant Customers,279,2,795.8299999999999,1.0,0.0,1,1
CUST00375,Regular Customers,145,6,3564.29,1.0,0.0,1,1
CUST00376,Regular Customers,105,8,5532.45,0.0,0.0,1,1
CUST00377,Regular Customers,140,4,2214.32,0.0,0.0,1,1
CUST00378,At-Risk Customers,159,1,1622.32,0.0,0.0,1,1
CUST00379,At-Risk Customers,135,2,1029.97,0.0,0.0,1,1
CUST00380,Loyal Customers,27,7,3831.9,1.0,0.0,1,1
CUST00381,Dormant Customers,242,1,597.86,1.0,0.0,1,1
CUST00382,Regular Customers,42,3,1584.55,0.0,0.0,1,1
CUST00383,Champions,6,7,5682.3099999999995,3.0,0.14285714285714285,1,1
CUST00384,Regular Customers,23,3,1529.26,0.0,0.0,1,1
CUST00385,Champions,7,9,6949.7,3.0,0.0,1,1
CUST00386,Loyal Customers,33,7,5490.0,1.0,0.0,1,1
CUST00387,Regular Customers,0,3,3480.7,0.0,0.3333333333333333,1,1
CUST00388,Regular Customers,97,5,2574.36,1.0,0.0,1,1
CUST00389,Champions,0,12,8394.1,3.0,0.0,1,1
